ep,sr,ho,rew_mec,rew_ho
0,0.7272727272727273,0,12.649244013117794,29.11845678625559
1,0.9090909090909091,0,25.843253107686184,45.39105855757555
2,0.7272727272727273,0,15.627805999353907,29.185129208347483
3,0.6818181818181818,0,5.00708471554376,28.947357351438463
4,0.2727272727272727,0,-24.457396397108997,45.30707526387253
5,0.6363636363636364,0,7.201949539012043,29.214006351328536
6,0.6818181818181818,0,9.275112375452316,28.80610348466449
7,0.0,0,-44.0,45.45456842864232
8,0.0,0,-44.0,29.68403586706448
9,0.045454545454545456,0,-40.891594363427004,28.398319254874565
10,0.6363636363636364,0,4.4227410138891585,45.347158091189456
11,0.7727272727272727,0,17.292350570807102,29.583212009404832
12,0.4090909090909091,0,-14.636619388276728,28.39129177968459
13,0.5,0,-2.6043197792913744,45.35646886039808
14,0.45454545454545453,0,-6.193947822906608,29.40080095587602
15,0.6363636363636364,0,7.299452451495025,28.984695587408694
16,0.045454545454545456,0,-40.85375816457373,45.37645285943264
17,0.6818181818181818,0,7.916021845779975,29.026184407126618
18,0.8636363636363636,0,28.27143367858773,29.423027287315968
19,0.0,0,-44.0,45.34315496060206
20,0.6363636363636364,0,7.0300553539142285,29.312016448428224
21,0.7727272727272727,0,16.919483671359103,28.796649081607594
22,0.8181818181818182,0,17.18602922197982,45.314946527201045
23,0.8636363636363636,0,27.453143306376983,29.305790356764895
24,0.7727272727272727,0,20.393065899431058,29.063458858955464
25,0.6818181818181818,0,9.767051994020333,45.468526683393826
26,0.7272727272727273,0,16.375176100018347,29.262463237907753
27,0.7727272727272727,0,17.229676353560535,29.273243876675448
28,0.18181818181818182,0,-30.839755706859552,45.3483449684397
29,0.6818181818181818,0,12.393131592012912,29.613616520010027
30,0.7727272727272727,0,16.957082853341884,28.991984566075775
31,0.7727272727272727,0,19.99638628925264,45.453263292254974
32,0.6818181818181818,0,9.123624537309135,29.66663547551145
33,0.6363636363636364,0,1.2872532852856464,28.5202048846956
34,0.7272727272727273,0,14.781223147696807,45.27314100755749
35,0.7272727272727273,0,14.337039534557853,29.288389770105496
36,0.22727272727272727,0,-27.99002579321656,28.713898180866916
37,0.45454545454545453,0,-9.911097755425462,45.4741771982236
38,0.7272727272727273,0,17.200511758522183,29.40892875266523
39,0.3181818181818182,0,-20.760885823405808,28.7476170173647
40,0.7727272727272727,0,19.161576958508565,45.31894105004157
41,0.6363636363636364,0,4.255731133548969,29.394757087118776
42,0.5,0,-8.044227390366204,28.86680088459831
43,0.5909090909090909,0,1.9046576222038838,45.37222771802965
44,0.6818181818181818,0,12.209170781881813,29.155997019433254
45,0.5909090909090909,0,-0.8420658479134309,29.256764576485885
46,0.5909090909090909,0,3.5437778083690477,45.36914016529645
47,0.5454545454545454,0,-1.4697887168842305,29.355953583969598
48,0.18181818181818182,0,-31.2700196108308,28.922154058495405
49,0.5909090909090909,0,4.708074455849607,45.405927485054264
50,0.22727272727272727,0,-26.919079989674767,29.222186263202914
51,0.6363636363636364,0,5.365853805507686,29.000202217131953
52,0.5909090909090909,0,4.756938316068948,45.38754250180846
53,0.3181818181818182,0,-20.049236244673963,29.131283055286012
54,0.0,0,-44.0,29.040887965375397
55,0.5454545454545454,0,-3.4113976615642496,45.3667434772044
56,0.7727272727272727,0,18.962742687439356,29.32519660523655
57,0.6363636363636364,0,7.480643533434209,28.709284826188355
58,0.5,0,-6.868058720817267,45.26857820306476
59,0.45454545454545453,0,-9.541141969766425,29.089304259941958
60,0.4090909090909091,0,-15.503998213618564,28.861591901545125
61,0.7272727272727273,0,12.746304244469647,45.47613590166278
62,0.7272727272727273,0,17.234725487563512,29.061187792416042
63,0.8636363636363636,0,25.88664609973802,28.698409478425788
64,0.7272727272727273,0,14.075907041875796,45.337175219252906
65,0.7272727272727273,0,17.03440020422484,29.75899407850484
66,0.45454545454545453,0,-9.983210127715715,28.248476014722844
67,0.2727272727272727,0,-23.340235788324044,45.36084689532685
68,0.6363636363636364,0,8.211009170544445,29.308928699237967
69,0.7727272727272727,0,15.517644137109844,29.17984465670258
70,0.13636363636363635,0,-34.32084947912722,45.38729315332984
71,0.3181818181818182,0,-19.4933892626976,29.571431141044677
72,0.8181818181818182,0,20.26248217681187,28.865787798874152
73,0.6818181818181818,0,12.442883736195391,45.24724331521447
74,0.6818181818181818,0,9.358798541240152,29.5043187359233
75,0.5454545454545454,0,-4.757272503156036,29.583789749461914
76,0.9090909090909091,0,30.449013650741612,45.40258872447025
77,0.2727272727272727,0,-23.104788447416638,29.273964092045826
78,0.4090909090909091,0,-15.107396929587587,29.158684466412677
79,0.6363636363636364,0,5.839527897368168,45.33409730554378
80,0.4090909090909091,0,-13.650941635322837,27.874935117973713
81,0.6818181818181818,0,6.352288631677055,28.835769512694995
82,0.6818181818181818,0,11.177153205127146,45.467359394121736
83,0.0,0,-44.0,29.629378376602247
84,0.7727272727272727,0,18.11428120986629,29.08202800294033
85,0.45454545454545453,0,-6.391434154934424,45.33062394767977
86,0.6818181818181818,0,13.01816778279423,29.350812098584722
87,0.9090909090909091,0,28.80938484650937,28.985514768799142
88,0.6818181818181818,0,7.374527870103385,45.336979989035804
89,0.8636363636363636,0,28.518868751268,29.760531054844236
90,0.6363636363636364,0,2.3761624726583417,28.676441514099928
91,0.7272727272727273,0,11.944776458182927,45.3083393468276
92,0.18181818181818182,0,-30.226803413181404,28.695186293226467
93,0.5909090909090909,0,-1.8416141143975087,28.42070963356231
94,0.7727272727272727,0,20.223844651761876,45.424601861390634
95,0.7272727272727273,0,16.882243343759196,29.6705086679003
96,0.9545454545454546,0,30.403865848606895,26.518077631729113
97,0.7727272727272727,0,19.68289149220414,45.32044228583837
98,0.7727272727272727,0,18.11134956328263,28.42568671800758
99,0.9090909090909091,0,31.552690752680114,28.2816684593432
100,0.0,0,-44.0,45.38116868008954
101,0.8181818181818182,0,23.92435658752549,29.556914982510353
102,0.8181818181818182,0,16.690151309286346,28.509995890030215
103,0.9090909090909091,0,30.31827783557091,45.34986755930456
104,0.6818181818181818,0,12.293192362097574,29.208136652303033
105,0.7272727272727273,0,10.074546811985224,32.68325671634601
106,0.7272727272727273,0,16.207932802297467,45.47375182985945
107,0.6818181818181818,0,7.6646184201964545,29.461191476393793
108,0.36363636363636365,0,-18.361661644223254,29.076496516459265
109,0.8181818181818182,0,23.303610994081907,45.36577957288804
110,0.8181818181818182,0,24.96120586625961,29.389182005192545
111,0.7272727272727273,0,7.934786018796146,29.347841344033736
112,0.7272727272727273,0,15.968582315669757,45.41082561258437
113,0.7272727272727273,0,11.527348014819701,29.461960458762164
114,0.6818181818181818,0,4.811135640109321,28.356811829460913
115,0.8181818181818182,0,18.726538046684027,45.35840241941025
116,0.22727272727272727,0,-26.689502672750006,29.48515416164029
117,0.7727272727272727,0,18.285757567844424,28.71416597212264
118,0.8181818181818182,0,20.455734577814663,45.38685643987429
119,0.0,0,-44.0,26.165297918378414
120,0.7727272727272727,0,15.442770786573789,29.243707905731068
121,0.9545454545454546,0,32.34433370506727,45.34743606403414
122,0.7272727272727273,0,15.380719196064312,29.4840443630041
123,0.0,0,-44.0,28.564971309133533
124,0.18181818181818182,0,-30.91768364482081,45.4723841528593
125,0.8181818181818182,0,24.678099608756064,29.332705513993584
126,0.0,0,-44.0,28.882747976110817
127,0.7272727272727273,0,10.379998494895126,45.339995500619196
128,0.7272727272727273,0,12.019009601152874,29.3526311165171
129,0.8636363636363636,0,22.289678653208814,28.698582423745613
130,0.8181818181818182,0,23.935590844701853,45.387533918685094
131,0.7727272727272727,0,19.434134163720586,29.26932456413399
132,0.6818181818181818,0,6.45651261549577,28.77208418830874
133,0.7727272727272727,0,19.67173799263803,45.30252172050796
134,0.8181818181818182,0,21.377539942060263,29.40518626895424
135,0.8636363636363636,0,27.413937390341772,28.491244608613844
136,0.36363636363636365,0,-17.090150196484352,45.2816844598519
137,0.7727272727272727,0,15.835994842905816,29.432192456668616
138,0.8181818181818182,0,23.707788722398504,29.179233414788932
139,0.7727272727272727,0,16.217198167623536,45.397597379444655
140,0.7272727272727273,0,14.497616137945847,29.460963323037568
141,0.8181818181818182,0,17.673390180128383,26.57747600356084
142,0.5454545454545454,0,-4.722941361740722,45.47421577859434
143,0.8636363636363636,0,27.142611284034935,29.501297816909037
144,0.18181818181818182,0,-31.310141615792677,28.70203237659724
145,0.7727272727272727,0,19.558433464641595,45.28038853061341
146,0.5,0,-5.5861489803620445,26.89361094309347
147,0.09090909090909091,0,-37.79941058399785,28.903837695397097
148,0.0,0,-44.0,45.41435363686509
149,0.13636363636363635,0,-33.942422114720586,29.183899471411348
